Filename,Label,mean_pixel_intensity,std_pixel_intensity,entropy,edge_density,center_brightness,is_augmented
Mild_D_00001,MildDemented,54.80647368421052,60.6700200843776,5.014663583717782,0.04401888297054666,55.87347826086957,FALSE
Mild_D_00002,MildDemented,73.51515789473684,84.51861540031047,5.338710102978171,0.05464930489121815,140.05173913043478,FALSE
Mild_D_00003,MildDemented,78.79774691358024,82.66648589353083,5.868974900747261,0.05808239715561458,61.85123966942149,FALSE
Mild_D_00004,MildDemented,74.38652631578947,77.10948038878394,5.774178330813117,0.053361134332700004,136.82739130434783,FALSE
Mild_D_00005,MildDemented,68.1048947368421,79.64266740120144,5.25207597559527,0.05450250344803331,145.4282608695652,FALSE
Mild_D_00006,MildDemented,78.22407407407407,85.52907512678887,5.7482320104412015,0.05625496702024016,76.74690082644628,FALSE
Mild_D_00007,MildDemented,33.494473684210526,50.97606219421284,4.1744085758657254,0.037314735340550395,20.232608695652175,FALSE
Mild_D_00008,MildDemented,87.30407407407408,92.13401977926432,5.6421563687784495,0.0544978366218556,102.02169421487604,FALSE
Mild_D_00009,MildDemented,54.03623684210526,60.08653345534877,5.198069886181283,0.038550991551101726,110.27260869565217,FALSE
Mild_D_00010,MildDemented,72.10171052631578,86.37168089270924,5.359268764551563,0.04599782691586559,71.00478260869565,FALSE
Mild_D_00011,MildDemented,61.71955263157895,82.4198149834439,4.925743177450438,0.0513697927805645,43.294347826086955,FALSE
Mild_D_00012,MildDemented,124.61031578947369,88.11861019106883,4.813560262601605,0.0452763767495086,200.92347826086956,FALSE
Mild_D_00013,MildDemented,68.80107894736842,84.55710891023254,5.151641008971333,0.049072797304204954,75.86565217391305,FALSE
Mild_D_00014,MildDemented,81.29824074074074,82.2128611600088,6.057827120942093,0.06561896948021491,142.8806818181818,FALSE
Mild_D_00015,MildDemented,90.5966052631579,68.51085648929529,5.335919920879671,0.047141194029968025,109.02347826086957,FALSE
Mild_D_00016,MildDemented,110.1815,77.4327088500413,5.3229740423694665,0.045687578580851526,189.86521739130436,FALSE
Mild_D_00017,MildDemented,108.83255263157895,95.4868370003226,5.270355005344783,0.05441538610262698,195.13391304347826,FALSE
Mild_D_00018,MildDemented,121.19142105263158,90.566836268387,5.316444793835133,0.054437037866870604,196.27913043478262,FALSE
Mild_D_00019,MildDemented,67.23113157894737,81.69636063712451,5.175169972398202,0.05133509649305114,99.00478260869565,FALSE
Mild_D_00020,MildDemented,75.48027777777777,79.12008871452588,5.952704383578174,0.060794351748338644,129.0263429752066,FALSE
Mild_D_00021,MildDemented,77.39039473684211,95.70677002590544,4.772893099410178,0.05112713039375241,146.26478260869564,FALSE
Mild_D_00022,MildDemented,74.1951052631579,81.21239850403627,5.493029632958993,0.05305138472599628,68.3504347826087,FALSE
Mild_D_00023,MildDemented,82.31997368421052,95.97281062884065,5.096217535997158,0.060846650885450486,174.10260869565218,FALSE
Mild_D_00024,MildDemented,48.01513157894737,60.52680882736832,4.884658065886017,0.04378878961944284,74.57,FALSE
Mild_D_00025,MildDemented,57.10944736842105,76.19844621436891,4.7567056301623865,0.045221677087411455,37.26347826086957,FALSE
Mild_D_00026,MildDemented,89.55276315789473,90.79902999277094,5.621698863649683,0.057806799006407325,161.7613043478261,FALSE
Mild_D_00027,MildDemented,47.41644736842105,57.87670168474638,4.647062787388589,0.03545367416055184,55.12347826086957,FALSE
Mild_D_00028,MildDemented,44.59742105263158,58.93972731958407,4.782770267028031,0.04226689422756001,70.06,FALSE
Mild_D_00029,MildDemented,62.61934210526316,72.134934011409,5.253600182263474,0.04598968902169071,130.24913043478261,FALSE
Mild_D_00030,MildDemented,72.50621052631578,81.85516903819494,5.583791810894835,0.05353081509770606,142.07478260869564,FALSE
Mild_D_00031,MildDemented,67.06078947368421,81.2706381199838,5.126231388265596,0.050137156656061506,80.09130434782608,FALSE
Mild_D_00032,MildDemented,75.35793209876543,72.6032270780269,5.968623822364674,0.05452905286359644,131.19938016528926,FALSE
Mild_D_00033,MildDemented,81.32523684210527,86.1486914397776,5.388992974013768,0.04697565271594724,110.25739130434782,FALSE
Mild_D_00034,MildDemented,70.77513157894737,85.97816912316847,5.1383322228154755,0.04631338563750004,85.09434782608696,FALSE
Mild_D_00035,MildDemented,75.97607894736842,69.37184990586735,4.929838699278223,0.04044052738193135,83.62086956521739,FALSE
Mild_D_00036,MildDemented,69.37428947368421,85.85330565330852,5.0183562363643235,0.04674408883946576,111.40391304347825,FALSE
Mild_D_00037,MildDemented,67.89363157894736,71.08875069399298,5.413032845127693,0.044570302957834505,117.77217391304347,FALSE
Mild_D_00038,MildDemented,45.95315789473684,60.87052450230403,4.983009055530021,0.04595902341222546,87.26652173913044,FALSE
Mild_D_00039,MildDemented,71.9716052631579,81.2442545923417,5.239924584125831,0.0516163707409402,135.81217391304347,FALSE
Mild_D_00040,MildDemented,49.257684210526314,62.4871811604105,4.836746288402776,0.040169388875706376,70.51347826086956,FALSE
Mild_D_00041,MildDemented,116.42544736842105,82.16556629154569,5.063171772118116,0.04673648406110958,195.80434782608697,FALSE
Mild_D_00042,MildDemented,47.790447368421056,48.58829194374286,4.931013910503744,0.032265966091163806,98.0495652173913,FALSE
Mild_D_00043,MildDemented,78.06497368421053,46.66237596878174,5.099278824620473,0.03101002613296014,123.26086956521739,FALSE
